id,Kidney_GSH,Kidney_Unadj_GSSG,Kidney_Unadj_Total_GSH,Kidney_Unadj_GSH_GSSG_Ratio,Kidney_Unadj_2GSH_GSSG,Kidney_Unadj_Redox_Potential_GSSG_2GSH,Liver_GSH,Liver_Unadj_GSSG,Liver_Adj_GSSG,Liver_Unadj_Total_GSH,Liver_Adj_Total_GSH,Liver_Unadj_GSH_GSSG_Ratio,Liver_Adj_GSH_GSSG_Ratio,Liver_Adj_2GSH_GSSG,Liver_Adj_Redox_Potential_GSSG_2GSH,Liver_NADH,Liver_NADP,Liver_NADPH,Liver_NADP_NADPH_Ratio,AST,ALT,AST_ALT_Ratio,BUN,Glucose,Liver_Weight,Initial_Weight,Final_Weight,Liver_Weight_Final_Weight_Ratio,Liver_Steatosis,Liver_Ballooning,Liver_Fibrosis,sex,generation
226,14.538,0.475,15.488,30.584,61.168,-169.420,29.607,0.411,0.368,30.428,30.343,72.114,80.415,160.83,-192.011,1.853,1.034,0.432,2.395,52,28,1.86,NA,82,1.245,27.6,32.1,3.879,0,3,0,M,35
227,9.841,0.234,10.309,41.983,83.967,-168.431,31.405,0.695,0.588,32.795,32.581,45.19,53.406,106.811,-187.294,3.367,0.92,0.508,1.811,42,23,1.83,27,107,2.379,28.6,46.8,5.083,0,4,0,M,35
228,9.459,0.117,9.692,81.134,162.267,-176.768,51.874,0.671,0.648,53.216,53.169,77.311,80.106,160.212,-199.509,2.006,0.836,0.241,3.473,43,26,1.65,36,112,2.25,29.6,47.6,4.727,0,3,0,M,35
229,21.644,0.204,22.053,106.050,212.099,-191.518,19.938,0.376,0.357,20.69,20.651,53.026,55.922,111.845,-181.797,0.983,0.936,0.262,3.574,38,23,1.65,23,92,2.038,32,49.8,4.092,0,2,0,M,35
230,18.153,0.628,19.408,28.927,57.854,-171.660,46.674,0.629,0.588,47.933,47.851,74.188,79.32,158.639,-197.954,1.542,1.28,0.258,4.965,35,19,1.84,28,96,1.829,30.2,45.1,4.055,0,3,0,M,35
231,22.293,0.292,22.877,76.420,152.841,-187.505,29.083,0.429,0.343,29.941,29.769,67.794,84.761,169.522,-192.479,1.459,0.796,0.358,2.222,38,27,1.41,26,120,1.994,33.4,45.2,4.412,0,4,0,M,35
232,13.133,0.375,13.883,35.005,70.010,-169.869,22.039,0.482,0.431,23.003,22.901,45.706,51.102,102.204,-181.932,2.231,1.061,0.177,5.986,33,23,1.43,29,103,2.127,32.7,45.8,4.644,1,4,0,M,35
233,12.473,0.214,12.901,58.264,116.527,-176.034,48.495,0.559,0.543,49.614,49.581,86.682,89.308,178.616,-200.066,2.062,0.946,0.22,4.295,37,22,1.68,36,367,3.72,34.9,54.5,6.826,0,4,0,M,35
235,13.932,0.269,14.470,51.841,103.681,-175.951,45.903,0.711,0.666,47.325,47.235,64.571,68.935,137.87,-195.841,1.64,0.836,0.234,3.574,38,23,1.65,27,118,2.321,31,45.9,5.057,0,4,0,M,35
237,9.162,0.180,9.522,50.866,101.733,-170.053,46.832,0.719,0.63,48.271,48.091,65.097,74.378,148.756,-197.133,1.055,1.043,0.206,5.069,33,17,1.94,24,120,1.736,32.7,35.5,4.89,0,2,0,M,35
238,31.181,0.457,32.095,68.239,136.479,-190.498,28.389,0.393,0.283,29.174,28.954,72.308,100.396,200.791,-194.433,0.783,1.334,0.189,7.049,44,27,1.63,25,96,1.864,33.8,46.5,4.009,0,3,0,M,35
239,21.815,0.233,22.281,93.681,187.363,-189.955,40.083,0.517,0.491,41.116,41.066,77.606,81.582,163.163,-196.283,1.046,0.881,0.088,9.967,41,18,2.28,23,92,1.691,29.6,37.4,4.521,0,2,0,M,35
240,9.206,0.204,9.614,45.192,90.385,-168.525,42.521,0.757,0.719,44.034,43.959,56.204,59.148,118.296,-192.749,1.245,1.163,0.109,10.641,45,30,1.5,24,118,2.002,33.4,50.4,3.972,0,2,0,M,35
241,14.228,0.577,15.382,24.668,49.337,-166.236,32.713,0.651,0.581,34.016,33.876,50.218,56.269,112.539,-188.547,0.658,0.957,0.44,2.176,44,21,2.1,27,67,1.514,30.2,33.9,4.466,0,3,0,M,35
242,16.818,0.237,17.292,70.883,141.767,-182.698,13.477,0.289,0.153,14.056,13.784,46.583,87.819,175.638,-182.601,1.416,0.822,0.401,2.053,29,15,1.93,15,103,2.208,36,40.6,5.438,0,3,0,M,35
243,11.219,0.107,11.433,104.487,208.974,-182.471,23.411,0.324,0.309,24.059,24.029,72.225,75.797,151.595,-188.053,1.547,0.61,0.288,2.12,137,31,4.42,22,330,3.415,40.7,54.7,6.243,0,3,0,M,35
244,12.041,0.325,12.691,37.034,74.067,-169.459,26.854,0.403,0.352,27.66,27.557,66.581,76.342,152.683,-189.997,1.428,0.932,0.097,9.603,36,16,2.25,18,97,2.661,34.8,57.4,4.636,1,3,0,M,35
245,11.264,0.293,11.850,38.481,76.963,-169.077,42.735,0.723,0.619,44.181,43.974,59.108,68.999,137.999,-194.89,1.368,1.072,0.055,19.564,45,33,1.36,24,101,2.083,33,50.5,4.125,0,3,0,M,35
246,20.634,0.349,21.332,59.129,118.259,-183.010,31.367,0.542,0.389,32.451,32.146,57.854,80.531,161.062,-192.807,1.594,1.001,0.139,7.175,41,32,1.28,27,149,1.949,32.6,43.2,4.512,0,3,0,M,35
247,14.919,0.210,15.340,70.936,141.873,-181.095,34.295,0.499,0.483,35.292,35.261,68.794,71.009,142.018,-192.315,0.959,1.243,0.294,4.236,63,25,2.52,24,115,1.951,27.6,48.7,4.006,0,4,0,M,35
248,10.786,0.181,11.148,59.696,119.392,-174.405,37.326,0.537,0.5,38.4,38.327,69.5,74.616,149.231,-194.122,1.059,1.518,0.125,12.182,48,31,1.55,34,331,2.713,30.5,50.7,5.351,0,3,0,M,35
249,19.243,0.309,19.861,62.301,124.602,-182.774,41.394,0.716,0.634,42.825,42.662,57.846,65.295,130.591,-193.718,1.429,1.523,0.25,6.081,27,24,1.13,21,161,3.625,46.6,64.8,5.594,0,5,0,M,35
250,7.297,0.271,7.839,26.954,53.907,-158.439,42.903,0.817,0.608,44.537,44.119,52.53,70.547,141.094,-195.242,0.831,1.59,0.108,14.752,43,24,1.79,16,84,1.821,36.1,51,3.571,0,2,0,M,35
251,7.384,0.129,7.642,57.156,114.313,-168.717,38.872,0.639,0.622,40.149,40.116,60.876,62.492,124.984,-192.281,3.241,1.169,0.162,7.194,50,40,1.25,22,92,1.767,29.4,41.2,4.289,0,2,0,M,35
252,12.049,0.338,12.726,35.621,71.242,-168.945,36.072,0.694,0.636,37.46,37.345,51.966,56.672,113.345,-189.959,1.401,0.895,0.026,34.344,42,24,1.75,25,89,1.453,27.9,35.7,4.07,0,0,0,M,35
253,16.832,0.372,17.577,45.209,90.418,-176.654,30.2,0.467,0.386,31.133,30.973,64.726,78.163,156.325,-191.895,2.584,1.241,0.226,5.48,41,24,1.71,22,108,2.302,29.3,50.3,4.577,0,4,0,M,35
254,22.891,0.409,23.709,56.022,112.043,-183.681,18.345,0.447,0.338,19.24,19.02,40.999,54.343,108.685,-180.29,0.995,1.42,0.222,6.412,34,19,1.79,24,79,1.543,29.9,47.3,3.262,0,3,0,M,35
255,9.579,0.092,9.763,104.096,208.193,-180.294,20.653,0.263,0.25,21.179,21.153,78.451,82.664,165.328,-187.533,3.816,0.471,0.228,2.07,59,28,2.11,23,131,2.311,35,52.6,4.394,0,3,0,M,35
256,7.260,0.308,7.875,23.601,47.201,-156.581,10.775,0.37,0.314,11.515,11.402,29.124,34.344,68.687,-166.948,0.293,1.603,0.137,11.664,45,23,1.96,21,99,1.93,32.2,47.3,4.08,1,1,0,M,35
257,12.050,0.415,12.879,29.070,58.139,-166.209,38.161,0.936,0.85,40.032,39.86,40.785,44.917,89.833,-187.587,1.219,0.506,0.473,1.071,41,29,1.41,29,174,1.849,33.5,52.5,3.522,0,4,0,M,35
258,10.789,0.178,11.145,60.718,121.435,-174.638,41.641,0.739,0.671,43.119,42.982,56.341,62.068,124.137,-193.116,3.164,0.731,0.415,1.759,35,20,1.75,18,152,2.127,34.3,51.7,4.114,0,5,0,M,35
259,12.438,0.357,13.153,34.819,69.638,-169.066,23.83,0.236,0.214,24.301,24.258,101.108,111.251,222.503,-193.458,3.99,0.546,0.388,1.407,53,21,2.52,21,164,1.457,27.5,32.9,4.429,0,2,0,M,35
260,15.253,0.215,15.684,70.815,141.631,-181.370,36.272,0.522,0.477,37.317,37.227,69.464,75.995,151.99,-193.983,2.902,0.731,0.402,1.821,30,18,1.67,21,166,1.399,23.6,33,4.239,0,4,0,M,35
261,12.405,0.366,13.138,33.862,67.723,-168.655,60.02,1.718,1.636,63.456,63.291,34.938,36.694,73.387,-190.961,1.302,0.881,0.282,3.127,43,28,1.54,27,86,1.702,26,36.1,4.715,0,3,0,M,35
262,13.760,0.443,14.647,31.036,62.072,-168.877,34.195,0.918,0.819,36.031,35.833,37.249,41.761,83.523,-185.129,2.758,0.732,0.267,2.746,40,24,1.67,16,137,1.744,31.9,44,3.964,0,4,1,M,35
263,18.291,0.258,18.807,70.921,141.841,-183.835,38.473,0.478,0.471,39.43,39.415,80.406,81.72,163.44,-195.754,2.064,0.6,0.295,2.037,38,24,1.58,30,274,2.228,29.1,43.4,5.134,0,5,0,M,35
264,10.745,0.176,11.097,61.047,122.095,-174.655,55.099,0.572,0.528,56.243,56.155,96.378,104.411,208.821,-203.889,2.544,0.713,0.152,4.691,38,22,1.73,NA,110,2.143,29.4,51.4,4.169,0,4,0,M,35
265,18.126,0.213,18.552,85.025,170.051,-186.155,43.37,0.593,0.517,44.557,44.404,73.104,83.88,167.76,-197.718,2.626,0.675,0.419,1.61,44,27,1.63,18,130,1.824,29.7,52.6,3.468,0,4,0,M,35
266,8.011,0.373,8.757,21.481,42.961,-156.639,44.1,1.262,1.152,46.624,46.404,34.942,38.288,76.577,-187.385,1.869,1.044,0.231,4.511,48,21,2.29,24,119,1.972,34.1,42.2,4.673,0,5,0,M,35
267,11.972,0.531,13.033,22.556,45.112,-162.706,22.193,0.326,0.317,22.844,22.826,68.175,70.117,140.235,-186.285,2.874,0.712,0.379,1.878,41,19,2.16,23,128,2.278,32,47.5,4.796,0,2,0,M,35
268,12.246,0.119,12.485,102.708,205.417,-183.420,22.644,0.282,0.248,23.207,23.139,80.415,91.449,182.897,-190.132,1.429,0.797,0.242,3.292,52,60,0.87,14,85,2.325,31.1,42,5.536,0,1,0,M,35
269,16.162,0.247,16.655,65.552,131.104,-181.110,47.366,0.589,0.502,48.544,48.371,80.451,94.272,188.544,-200.477,1.507,0.68,0.35,1.944,45,29,1.55,20,123,1.56,27.2,41.4,3.768,0,4,0,M,35
270,10.590,0.292,11.175,36.208,72.416,-167.427,24.326,0.399,0.265,25.124,24.855,60.985,91.899,183.797,-191.163,2.233,0.752,0.412,1.828,53,27,1.96,22,132,1.503,27.7,36.1,4.163,0,2,0,M,35
271,21.234,0.284,21.801,74.815,149.630,-186.563,16.901,0.233,0.219,17.367,17.339,72.583,77.276,154.552,-183.927,2.344,0.843,0.24,3.508,36,19,1.89,22,99,1.309,21.8,29.3,4.468,0,3,0,M,35
272,10.853,0.377,11.607,28.773,57.545,-164.662,27.457,0.376,0.321,28.208,28.099,73.091,85.449,170.899,-191.813,3.243,0.822,0.295,2.79,34,20,1.7,23,78,1.605,28.6,38.4,4.18,0,0,0,M,35
273,10.329,0.320,10.969,32.282,64.564,-165.546,35.021,0.624,0.577,36.268,36.174,56.162,60.722,121.444,-190.49,2.835,1.192,0.286,4.166,50,33,1.52,21,301,2.745,38.9,55.2,4.973,1,4,0,M,35
274,27.355,0.633,28.621,43.229,86.458,-182.589,46.844,0.621,0.473,48.086,47.789,75.422,99.106,198.213,-201.001,1.517,0.749,0.144,5.188,40,36,1.11,25,372,2.262,29.2,41.4,5.464,3,4,0,M,35
275,11.845,0.189,12.223,62.671,125.342,-176.321,30.586,0.268,0.248,31.121,31.081,114.326,123.569,247.139,-198.232,2.045,1.135,0.454,2.497,37,20,1.85,28,130,1.665,32.5,49.5,3.364,0,4,0,M,35
276,23.697,0.250,24.198,94.784,189.568,-191.227,30.411,0.516,0.467,31.444,31.345,58.904,65.165,130.33,-189.54,1.967,0.81,0.236,3.435,53,34,1.56,23,86,1.813,28,44.2,4.102,0,2,0,M,35
277,11.952,0.520,12.993,22.974,45.948,-162.931,45.681,0.891,0.807,47.462,47.295,51.292,56.606,113.211,-193.122,2.919,0.537,0.367,1.463,37,22,1.68,23,128,1.518,26.5,44.7,3.396,0,4,0,M,35
278,7.677,0.200,8.076,38.477,76.954,-163.914,48.52,0.765,0.652,50.051,49.825,63.387,74.381,148.762,-197.611,1.83,0.491,0.573,0.857,39,26,1.5,24,205,2.395,32.5,56.5,4.239,0,5,0,M,35
279,27.077,1.141,29.359,23.734,47.467,-174.379,29.96,0.362,0.348,30.684,30.657,82.818,86.033,172.065,-193.079,2.006,0.89,0.302,2.945,47,24,1.96,20,100,2.103,27.7,42.3,4.972,0,3,0,M,35
281,18.239,0.256,18.751,71.305,142.609,-183.870,26.696,0.377,0.314,27.451,27.325,70.743,84.942,169.884,-191.355,1.028,0.864,0.229,3.766,52,29,1.79,23,95,1.747,28.3,35.1,4.977,0,3,0,M,35
282,18.393,0.258,18.909,71.234,142.469,-183.969,24.812,0.497,0.416,25.806,25.643,49.887,59.712,119.425,-185.624,2.856,0.534,0.253,2.112,52,17,3.06,17,76,1.869,32,40.9,4.57,0,3,0,M,35
283,25.449,0.745,26.939,34.149,68.298,-178.442,34.988,0.896,0.767,36.78,36.522,39.042,45.624,91.248,-186.628,3.926,0.693,0.52,1.332,48,35,1.37,25,96,2.267,29.5,42.8,5.297,0,4,0,M,35
284,6.234,0.248,6.729,25.188,50.376,-155.407,27.972,0.508,0.494,28.989,28.96,55.031,56.648,113.296,-186.529,3.249,0.715,0.224,3.19,38,31,1.23,28,97,1.727,28.1,36.2,4.771,0,4,0,M,35
285,8.241,0.143,8.527,57.655,115.309,-170.313,59.3,0.873,0.833,61.046,60.965,67.914,71.203,142.407,-199.724,2.123,0.543,0.237,2.29,41,23,1.78,17,111,2.517,36.3,46.2,5.448,0,3,0,M,35
286,13.603,0.275,14.153,49.381,98.762,-174.975,25.433,0.515,0.451,26.463,26.335,49.406,56.39,112.779,-185.187,3.118,0.727,0.223,3.263,33,20,1.65,21,97,1.704,31.5,39.6,4.303,0,2,0,M,35
288,14.017,0.298,14.612,47.108,94.216,-174.745,23.424,0.555,0.44,24.535,24.305,42.176,53.211,106.422,-183.298,1.472,0.574,0.206,2.788,50,29,1.72,29,106,2.355,37.7,46.2,5.097,0,3,1,M,35
289,24.110,0.139,24.387,173.867,347.733,-199.627,37.092,0.383,0.375,37.859,37.842,96.728,98.964,197.928,-197.839,5.23,0.502,0.481,1.043,48,28,1.71,17,169,3.113,28.3,50.3,6.189,0,4,0,M,35
291,7.123,0.224,7.571,31.758,63.515,-160.322,29.498,0.579,0.565,30.655,30.629,50.985,52.165,104.33,-186.134,2.278,1.081,0.368,2.94,54,30,1.8,26,352,3.713,37,60,6.188,2,4,0,M,35
292,9.574,0.215,10.005,44.471,88.943,-168.837,20.62,0.504,0.46,21.628,21.54,40.925,44.824,89.648,-179.272,2.851,0.444,0.233,1.909,43,33,1.3,20,94,1.917,33.9,44.1,4.347,0,3,0,M,35
293,11.001,0.292,11.585,37.673,75.345,-168.474,41.094,0.832,0.693,42.758,42.479,49.397,59.323,118.645,-192.329,2.383,0.573,0.327,1.751,43,25,1.72,18,111,1.17,20.9,25.7,4.553,0,3,0,M,35
294,8.716,0.210,9.136,41.544,83.087,-166.656,32.322,0.453,0.436,33.228,33.193,71.327,74.201,148.401,-192.109,4.598,0.433,0.558,0.777,47,20,2.35,19,130,1.43,33.1,43.8,3.265,0,3,0,M,35
295,18.191,0.174,18.539,104.524,209.049,-188.983,19.883,0.299,0.255,20.48,20.394,66.584,77.857,155.713,-186.215,3.301,0.445,0.277,1.603,36,31,1.16,27,309,2.679,35.2,58.1,4.611,0,4,0,M,35
296,9.159,0.891,10.941,10.280,20.561,-148.522,43.12,0.798,0.683,44.716,44.487,54.038,63.12,126.239,-193.812,3.11,1.793,0.021,85.968,49,22,2.23,22,79,1.391,21.2,33.6,4.14,2,2,0,F,35
297,11.032,0.221,11.474,50.007,100.013,-172.324,33.782,0.495,0.435,34.772,34.651,68.254,77.717,155.433,-193.327,3.482,1.401,0.262,5.348,37,17,2.18,22,110,1.921,24.4,35.3,5.442,1,4,0,F,35
298,9.826,0.293,10.412,33.505,67.009,-165.373,20.079,0.228,0.213,20.535,20.505,88.049,94.38,188.76,-188.938,1.567,1.893,NA,NA,63,23,2.74,24,65,1.108,19.7,29.4,3.769,0,1,0,F,35
299,31.609,0.505,32.619,62.579,125.158,-189.515,28.855,0.382,0.34,29.619,29.535,75.532,84.883,169.766,-192.392,3.397,1.173,0.076,15.389,51,26,1.96,21,100,1.31,22.1,35.5,3.69,1,3,0,F,35
300,32.061,0.496,33.053,64.609,129.218,-190.136,27.106,0.364,0.212,27.835,27.53,74.432,128.107,256.214,-197.092,1.876,0.997,0.141,7.058,43,19,2.26,24,105,1.1,19.8,33.9,3.245,1,3,1,F,35
301,9.767,0.622,11.011,15.692,31.385,-155.080,35.751,0.572,0.482,36.895,36.714,62.514,74.213,148.427,-193.469,1.769,1.438,0.213,6.765,48,22,2.18,26,85,1.651,21.8,35,4.717,0,5,0,F,35
302,7.240,0.327,7.894,22.134,44.268,-155.681,16.37,0.287,0.276,16.944,16.922,57.093,59.304,118.609,-179.933,6.717,1.729,0.203,8.513,44,23,1.91,28,99,1.509,23.9,40.1,3.763,0,3,0,F,35
303,20.619,0.495,21.610,41.616,83.232,-178.272,28.888,0.422,0.361,29.732,29.61,68.419,79.956,159.912,-191.602,2.325,1.117,0.343,3.257,51,21,2.43,21,119,1.325,23.4,35.2,3.764,0,3,0,F,35
304,12.050,0.425,12.901,28.336,56.673,-165.866,22.066,0.377,0.295,22.82,22.656,58.509,74.809,149.619,-187.08,2.512,1.442,0.1,14.366,NA,23,NA,25,100,1.341,25.1,45.3,2.96,0,4,0,F,35
305,20.095,0.199,20.493,100.840,201.680,-189.840,20.325,0.458,0.31,21.241,20.945,44.381,65.554,131.108,-184.195,1.84,1.256,0.164,7.658,49,18,2.72,20,95,1.425,23.5,36.7,3.883,1,3,0,F,35
306,21.178,0.265,21.709,79.784,159.568,-187.394,18.048,0.3,0.281,18.648,18.61,60.132,64.198,128.395,-182.314,2.114,1.021,0.018,56.245,54,35,1.54,29,100,1.369,24,32.1,4.265,0,3,0,F,35
308,7.363,0.190,7.744,38.677,77.353,-163.421,40.335,0.516,0.477,41.367,41.289,78.225,84.581,169.163,-196.854,2.105,2.424,NA,NA,50,27,1.85,20,93,1.589,25.4,30.9,5.142,0,2,2,F,35
309,14.089,0.323,14.735,43.615,87.229,-173.776,19.84,0.394,0.287,20.628,20.413,50.333,69.23,138.461,-184.605,1.963,1.677,NA,NA,61,27,2.26,24,97,1.155,19.7,30.1,3.837,0,3,0,F,35
310,12.621,0.216,13.053,58.424,116.849,-176.230,25.485,0.507,0.326,26.499,26.137,50.277,78.23,156.459,-189.621,2.791,2.066,NA,NA,46,19,2.42,21,91,0.901,20.6,23.2,3.884,0,1,0,F,35
311,11.954,0.248,12.450,48.169,96.338,-172.901,21.751,0.353,0.335,22.456,22.422,61.705,64.872,129.743,-184.968,3.663,1.976,0.045,43.548,55,27,2.04,22,106,1.3,22,29.7,4.377,0,3,0,F,35
312,14.686,0.215,15.116,68.261,136.523,-180.365,15.925,0.313,0.268,16.552,16.462,50.826,59.317,118.634,-179.565,2.753,1.728,NA,NA,40,20,2,23,82,1.306,21.9,35.2,3.71,1,3,1,F,35
313,10.974,0.713,12.399,15.402,30.803,-156.398,30.725,0.552,0.501,31.83,31.726,55.626,61.357,122.715,-188.868,2.091,1.735,0.011,161.363,50,33,1.52,29,77,1.688,26.1,45,3.751,1,3,0,F,35
314,21.074,1.429,23.933,14.743,29.486,-164.594,17.862,0.524,0.432,18.909,18.725,34.109,41.368,82.736,-176.258,0.79,1.422,0.034,42.078,42,20,2.1,22,105,1.263,22.2,27.4,4.609,0,3,0,F,35
315,14.813,0.364,15.541,40.700,81.399,-173.520,24.73,0.311,0.299,25.352,25.328,79.45,82.645,165.29,-189.955,2.431,1.625,0.04,41.126,56,25,2.24,23,83,1.427,23.8,42.7,3.342,0,4,0,F,35
316,16.732,0.321,17.374,52.047,104.094,-178.470,35.999,0.632,0.601,37.263,37.202,56.94,59.862,119.724,-190.669,1.903,1.93,0.095,20.374,44,25,1.76,22,84,1.634,24.4,39.2,4.168,0,4,0,F,35
317,23.952,0.348,24.648,68.849,137.697,-187.066,22.289,0.486,0.432,23.262,23.154,45.857,51.561,103.122,-182.205,1.86,2.261,0.027,83.817,65,43,1.51,21,91,1.881,25.9,44.8,4.199,0,2,0,F,35
318,9.503,0.456,10.416,20.817,41.635,-158.517,42.059,0.712,0.582,43.484,43.224,59.044,72.233,144.466,-195.292,1.613,2.007,0.016,126.88,37,17,2.18,22,74,1.645,26.7,47.8,3.441,0,5,0,F,35
319,8.516,0.268,9.052,31.769,63.538,-162.732,33.31,0.43,0.42,34.17,34.151,77.474,79.254,158.507,-193.401,0.304,1.612,0.034,46.997,47,30,1.57,27,120,2.112,22.7,42.7,4.946,0,4,0,F,35
320,12.362,0.277,12.917,44.564,89.128,-172.305,25.803,0.274,0.216,26.35,26.235,94.318,119.406,238.811,-195.481,1.586,1.744,0.043,40.932,41,21,1.95,22,103,1.272,28.3,43.4,2.931,0,3,0,F,35
321,16.129,0.358,16.845,45.091,90.183,-176.045,36.225,0.569,0.524,37.363,37.272,63.633,69.173,138.346,-192.699,2.231,1.518,0.049,31.273,56,39,1.44,27,142,2.361,26.1,51.2,4.611,0,4,0,F,35
322,15.643,0.540,16.724,28.952,57.904,-169.668,23.31,0.494,0.424,24.298,24.158,47.214,54.968,109.937,-183.669,2.807,1.298,0.036,36.534,45,26,1.73,24,114,1.676,28.5,49.3,3.4,1,3,0,F,35
323,20.753,0.182,21.118,113.804,227.609,-191.903,20.95,0.263,0.247,21.476,21.443,79.634,84.843,169.686,-188.075,1.554,1.519,0.016,96.059,52,17,3.06,20,95,1.356,23.1,37.6,3.606,0,2,0,F,35
324,8.301,0.185,8.671,44.879,89.759,-167.038,38.992,0.496,0.455,39.984,39.901,78.615,85.769,171.537,-196.585,1.266,1.856,0.023,80.082,31,16,1.94,24,98,1.144,25,41.1,2.783,0,2,0,F,35
325,10.657,0.277,11.210,38.531,77.062,-168.349,32.633,0.556,0.486,33.745,33.606,58.723,67.085,134.17,-190.881,1.392,1.877,0.131,14.376,52,37,1.41,26,68,1.625,25.9,42.9,3.788,1,4,0,F,35
326,17.722,0.250,18.223,70.834,141.667,-183.393,41.871,0.606,0.536,43.082,42.943,69.124,78.052,156.104,-196.275,0.512,1.742,0.02,85.645,36,23,1.57,20,142,2.226,24.6,35.9,6.201,0,3,0,F,35
328,17.420,0.269,17.958,64.697,129.393,-181.941,13.934,0.24,0.211,14.415,14.356,57.945,65.981,131.961,-179.2,0.754,1.4,NA,NA,45,22,2.05,24,85,1.264,19.4,33.9,3.729,0,3,0,F,35
329,7.967,0.283,8.533,28.193,56.387,-160.227,21.872,0.335,0.28,22.541,22.431,65.375,78.226,156.452,-187.562,0.774,1.921,NA,NA,36,20,1.8,17,115,1.123,23.5,34.9,3.218,0,2,0,F,35
330,8.061,0.239,8.539,33.709,67.417,-162.789,27.208,0.425,0.37,28.058,27.948,64.032,73.505,147.011,-189.663,2.678,1.791,0.148,12.126,46,32,1.44,20,96,2.001,29.5,43.3,4.621,0,3,1,F,35
331,7.469,0.466,8.402,16.019,32.037,-151.747,34.974,0.352,0.332,35.678,35.638,99.374,105.349,210.698,-197.89,1.95,1.128,0.093,12.189,82,23,3.57,17,99,1.381,18.7,28.5,4.846,0,4,0,F,35
332,13.190,0.247,13.683,53.474,106.949,-175.632,32.639,0.319,0.283,33.278,33.206,102.166,115.3,230.601,-198.175,2.851,1.266,0.156,8.123,42,22,1.91,22,90,1.688,24.4,43.8,3.854,1,4,0,F,35
333,35.949,1.333,38.616,26.959,53.918,-179.910,16.008,0.325,0.262,16.657,16.531,49.283,61.173,122.345,-180.05,1.716,1.213,0.151,8.045,44,22,2,16,107,1.42,23.6,30.1,4.718,0,4,0,F,35
334,9.831,0.579,10.989,16.994,33.987,-156.242,24.424,0.504,0.428,25.431,25.28,48.5,57.068,114.136,-184.802,1.255,1.408,NA,NA,49,21,2.33,19,82,1.62,25.2,30.4,5.329,1,3,0,F,35
335,6.710,0.132,6.974,50.810,101.620,-165.844,22.57,0.322,0.31,23.215,23.19,70.04,72.848,145.696,-187.026,1.71,1.208,0.116,10.43,39,23,1.7,20,110,1.418,24.4,46.9,3.023,0,3,0,F,35
336,18.081,0.465,19.011,38.861,77.722,-175.580,29.852,0.445,0.392,30.741,30.637,67.139,76.072,152.145,-191.374,1.444,0.602,0.16,3.759,46,19,2.42,20,84,1.449,24.2,34,4.262,0,3,0,F,35
337,13.254,0.318,13.890,41.678,83.355,-172.342,30.424,0.326,0.212,31.076,30.849,93.388,143.239,286.479,-200.15,1.544,1.341,0.106,12.626,119,30,3.97,25,89,1.258,24.6,30.8,4.084,0,3,0,F,35
338,23.462,0.305,24.072,76.897,153.795,-188.277,38.306,0.578,0.493,39.462,39.292,66.313,77.758,155.516,-195.026,1.028,1.189,0.092,12.995,58,56,1.04,27,94,1.777,23.1,38.3,4.64,0,3,1,F,35
339,23.356,0.605,24.566,38.599,77.197,-178.936,11.532,0.152,0.14,11.837,11.813,75.779,82.21,164.419,-179.614,1.648,1.24,NA,NA,50,20,2.5,26,84,1.51,24.4,41.7,3.621,0,4,1,F,35
340,9.727,0.208,10.143,46.814,93.628,-169.741,49.8,0.681,0.64,51.163,51.081,73.118,77.768,155.536,-198.561,1.92,1.36,0.105,12.939,67,28,2.39,24,83,1.183,19.3,24.4,4.848,0,2,0,F,35
341,10.739,0.176,11.092,60.848,121.696,-174.603,21.391,0.334,0.269,22.06,21.928,63.962,79.622,159.244,-187.501,1.704,0.926,0.214,4.317,50,21,2.38,33,82,1.915,24.5,36.3,5.275,0,4,0,F,35
342,7.986,0.226,8.438,35.354,70.707,-163.305,40.587,0.591,0.492,41.769,41.571,68.671,82.517,165.035,-196.605,1.616,1.039,0.126,8.256,50,24,2.08,27,97,1.405,19.5,38.2,3.678,0,3,0,F,35
343,9.913,0.371,10.655,26.744,53.488,-162.459,34.281,0.488,0.479,35.258,35.239,70.238,71.624,143.247,-192.425,2.465,1.666,0.106,15.775,42,24,1.75,18,84,2.671,36.6,54.3,4.919,0,4,0,F,35
344,13.082,0.223,13.529,58.574,117.147,-176.748,24.942,0.414,0.369,25.769,25.681,60.319,67.552,135.104,-187.356,1.887,1.379,0.104,13.232,66,33,2,21,125,1.547,24.1,39.2,3.946,0,3,0,F,35
345,8.149,0.312,8.772,26.157,52.314,-159.521,30.013,0.598,0.525,31.208,31.062,50.228,57.187,114.373,-187.605,1.686,1.049,0.094,11.18,45,19,2.37,21,108,1.556,23.3,34.4,4.523,0,4,0,F,35
346,13.106,0.281,13.667,46.648,93.296,-173.707,22.108,0.435,0.379,22.978,22.866,50.844,58.32,116.639,-183.753,1.169,1.142,0.09,12.705,39,24,1.63,25,85,2.355,27.2,46.2,5.097,0,4,0,F,35
347,13.356,0.274,13.903,48.795,97.591,-174.568,27.955,0.522,0.51,29,28.976,53.55,54.781,109.562,-186.07,1.077,1.033,0.061,16.87,50,22,2.27,20,105,1.42,21.3,34.7,4.092,1,3,1,F,35
